буэнос-айрес,аргентина	Buenos_Aires
альтенмаркт-ан-дер-тристинг,австрия	Altenmarkt_an_der_Triesting
бормухос,испания	Bormujos
акри,город,италия	Acri
айхграбен,австрия	Eichgraben
ахва,индия	Ahwa
браньск,польша	Brańsk
аран-и-бидголь,иран	Aran_va_Bidgol
аньовер-де-тахо,испания	Añover_de_Tajo
батерно,испания	Baterno
асино,россия,томская область	Asino
арпая,италия	Arpaia
андовер,город,миннесота,соединённые штаты америки,сша,америка	Andover,_Minnesota
ашим,	Askim
вилласпекьоза,италия	Villaspeciosa
баричелла,италия	Baricella
вальсинни,италия	Valsinni
альгаринехо,испания	Algarinejo
беверино,италия	Beverino
азамгарх,индия	Azamgarh
виццоло-предабисси,италия	Vizzolo_Predabissi
алжир,город,алжир	Algiers
ассемини,италия	Assemini
алькала-дель-хукар,испания	Alcalá_del_Júcar
белгаум,индия	Belgaum
альберта,город,миннесота,соединённые штаты америки,сша,америка	Alberta,_Minnesota
агарак,армения	Agarak,_Syunik
бехине,чехия	Bechyně
бонтанг,	Bontang
вальдьери,италия	Valdieri
абарка-де-кампос,испания	Abarca_de_Campos
вальде-усьеса,испания	Valde-Ucieza
влодава,польша	Włodawa
бруньера,италия	Brugnera
вильяминая,	Villaminaya
акваспарта,италия	Acquasparta
бруньято,италия	Brugnato
баджна,индия	Bajna,_India
визоне,италия	Visone
биньчжоу,китайская народная республика,китай,кнр	Binzhou
буй,город,россия,костромская область	Buy,_Kostroma_Oblast
барасат,индия	Barasat
балканабат,туркмения	Balkanabat
бордзонаска,италия	Borzonasca
атами,япония	Atami,_Shizuoka
аньяделло,италия	Agnadello
атри,город,италия	Atri,_Abruzzo
вернанте,италия	Vernante
бишелье,италия	Bisceglie
бехар,хамадан,иран	Bahar,_Iran
венгожево,польша	Węgorzewo
ак-довурак,россия,тыва	Ak-Dovurak
бок,город,миннесота,соединённые штаты америки,сша,америка	Bock,_Minnesota
бергхайм,флахгау,австрия	Bergheim,_Austria
адулис,	Adulis
аккуаканина,италия	Acquacanina
белчестер,город,миннесота,соединённые штаты америки,сша,америка	Bellechester,_Minnesota
вилючинск,россия,камчатский край	Vilyuchinsk
амвросиевка,украина	Amvrosiivka
веллингтон,	Wellington
альбьоло,италия	Albiolo
баян-нур,китайская народная республика,китай,кнр	Bayannur
вальда,италия	Valda
висбаден,германия	Wiesbaden
анкоридж,соединённые штаты америки,сша,америка	Anchorage,_Alaska
ангуэс,испания	Angüés
бад,иран,иран	Badrud
вани,джорджия	Vani
виллупурам,индия	Viluppuram
аппингедам,нидерланды	Appingedam
берсьянос-дель-реаль-камино,испания	Bercianos_del_Real_Camino
бельмонте-дель-саннио,италия	Belmonte_del_Sannio
венаротта,италия	Venarotta
баболь,иран	Babol
анвик,аляска,	Anvik,_Alaska
альфос-де-брисия,испания	Alfoz_de_Bricia
вимпассинг-им-шварцатале,австрия	Wimpassing_im_Schwarzatale
арциз,	Artsyz
апиче,италия	Apice
адак,аляска,соединённые штаты америки,сша,америка	Adak,_Alaska
аясе,япония	Ayase,_Kanagawa
альтавилла-монферрато,италия	Altavilla_Monferrato
алту-парнаиба,бразилия	Alto_Parnaíba
вальзее-зиндельбург,австрия	Wallsee-Sindelburg
арау,швейцария	Aarau
ботани,австралия	Botany_Bay
бремерхафен,германия	Bremerhaven
балестрино,италия	Balestrino
анадон,испания	Anadón
бьона,италия	Bionaz
вело-д’астико,италия	Velo_d'Astico
алланд,австрия	Alland
ардзене,италия	Arzene
акиак,аляска,	Akiak,_Alaska
богушув-горце,польша	Boguszów-Gorce
адеркла,австрия	Aderklaa
вергерето,италия	Verghereto
брукнойдорф,австрия	Bruckneudorf
барра-ду-куараи,бразилия	Barra_do_Quaraí
брасуэло,	Brazuelo
алькарасехос,испания	Alcaracejos
валч,польша	Wałcz
буттильера-д’асти,италия	Buttigliera_d'Asti
американ фолс,соединённые штаты америки,сша,америка	American_Falls,_Idaho
арвад,сирия	Arwad
брото,испания	Broto
баэльс,испания	Baélls
вильяманин,	Villamanín
альдеуэла-де-херте,испания	Aldehuela_de_Jerte
аркильос,испания	Arquillos
вилла-сан-джованни,италия	Villa_San_Giovanni
альбенга,италия	Albenga
агрыз,россия,татарстан	Agryz
вальдепеньяс-де-хаэн,испания	Valdepeñas_de_Jaén
агуаскальентес,город,мексика	Aguascalientes,_Aguascalientes
васильков,киевская область	Vasylkiv
алонг,индия	Along,_Arunachal_Pradesh
вильяфранка-де-эбро,испания	Villafranca_de_Ebro
брекенридж,город,миннесота,соединённые штаты америки,сша,америка	Breckenridge,_Minnesota
вильяррубия-де-сантьяго,	Villarrubia_de_Santiago
асахи,тиба,япония	Asahi,_Chiba
буккьянико,италия	Bucchianico
базель,швейцария	Basel
вильярехо-дель-валье,испания	Villarejo_del_Valle
брендзоне,италия	Brenzone
весполате,италия	Vespolate
